 ID  x   t_x     T
 0999    1   1.71    33.57
 1000    4   24.43   33.57
 1001    0   0.00    33.57
 1002    0   0.00    33.57
 1003    1   26.71   33.57
 1004    0   0.00    33.57
 1005    1   3.86    33.57
 1006    0   0.00    33.57
 1007    0   0.00    33.43
 1008    1   1.43    33.43
 1009    0   0.00    33.43
 1010    5   21.14   33.43
 1011    2   18.86   33.43
 1012    0   0.00    33.43
 1013    0   0.00    33.43
 1014    0   0.00    33.43
 1015    3   26.00   33.43
 1016    0   0.00    33.43
 1017    12  32.43   33.43
 1018    1   9.14    33.43
 1019    0   0.00    33.43
 1020    0   0.00    33.43
 1021    2   21.43   33.43
 1022    0   0.00    33.43
 1023    0   0.00    33.43
 1024    0   0.00    33.43
 1025    0   0.00    33.43
 1026    0   0.00    33.43
 1027    0   0.00    33.43
 1028    0   0.00    33.43
 1029    0   0.00    33.43
 1030    0   0.00    33.43
 1031    0   0.00    33.43
 1032    0   0.00    33.43
 1033    0   0.00    33.43
 1034    0   0.00    33.43
 1035    0   0.00    33.43
 1036    0   0.00    33.43
 1037    4   14.29   33.43
 1038    1   23.14   33.29
 1039    1   8.71    33.29
 1040    0   0.00    33.29
 1041    0   0.00    33.29
 1042    3   18.00   33.29
 1043    0   0.00    33.29
 1044    1   33.29   33.29
 1045    0   0.00    33.29
 1046    1   0.57    33.29
 1047    0   0.00    33.29
 1048    0   0.00    33.29
 1049    0   0.00    33.29
 1050    0   0.00    33.29
 1051    4   25.00   33.29
 1052    0   0.00    33.29
 1053    0   0.00    33.29
 1054    2   19.14   33.29
 1055    0   0.00    33.29
 1056    5   32.29   33.29
 1057    0   0.00    33.29
 1058    3   24.57   33.29
 1059    1   0.14    33.29
 1060    0   0.00    33.29
 1061    0   0.00    33.29
 1062    3   13.14   33.29
 1063    0   0.00    33.29
 1064    0   0.00    33.29
 1065    0   0.00    33.29
 1066    0   0.00    33.29
 1067    0   0.00    33.14
 1068    0   0.00    33.14
 1069    0   0.00    33.14
 1070    0   0.00    33.14
 1071    2   4.00    33.14
 1072    0   0.00    33.14
 1073    0   0.00    33.14
 1074    0   0.00    33.14
 1075    2   4.86    33.14
 1076    3   19.29   33.14
 1077    0   0.00    33.14
 1078    0   0.00    33.14
 1079    0   0.00    33.14
 1080    0   0.00    33.14
 1081    11  32.00   33.14
 1082    0   0.00    33.14
 1083    0   0.00    33.14
 1084    2   2.29    33.14
 1085    0   0.00    33.14
 1086    1   19.00   33.14
 1087    0   0.00    33.14
 1088    7   28.71   33.14
 1089    0   0.00    33.14
 1090    0   0.00    33.14
 1091    1   19.00   33.14
 1092    0   0.00    33.14
 1093    3   12.00   33.14
 1094    0   0.00    33.14
 1095    2   28.00   33.14
 1096    0   0.00    33.14
 1097    1   2.00    33.14
 1098    0   0.00    33.14
 1099    4   25.00   33.14
 1100    2   15.29   33.00
 1101    2   6.00    33.00
 1102    1   18.29   33.00
 1103    0   0.00    33.00
 1104    0   0.00    33.00
 1105    0   0.00    33.00
 1106    0   0.00    33.00
 1107    0   0.00    33.00
 1108    1   8.57    33.00
 1109    3   30.29   33.00
 1110    0   0.00    33.00
 1111    0   0.00    33.00
 1112    1   18.43   33.00
 1113    1   0.86    33.00
 1114    6   18.43   33.00
 1115    0   0.00    33.00
 1116    0   0.00    33.00
 1117    4   29.00   33.00
 1118    0   0.00    33.00
 1119    0   0.00    33.00
 1120    1   1.29    33.00
 1121    0   0.00    33.00
 1122    2   9.86    33.00
 1123    0   0.00    33.00
 1124    1   2.43    33.00
 1125    3   9.71    33.00
 1126    7   30.43   33.00
 1127    2   15.00   33.00
 1128    0   0.00    33.00
 1129    5   32.14   33.00
 1130    0   0.00    33.00
 1131    0   0.00    33.00
 1132    0   0.00    33.00
 1133    0   0.00    32.86
 1134    5   32.43   32.86
 1135    0   0.00    32.86
 1136    12  17.71   32.86
 1137    1   18.43   32.86
 1138    0   0.00    32.86
 1139    1   18.86   32.86
 1140    0   0.00    32.86
 1141    1   0.71    32.86
 1142    0   0.00    32.86
 1143    0   0.00    32.86
 1144    0   0.00    32.86
 1145    0   0.00    32.86
 1146    3   8.57    32.86
 1147    0   0.00    32.86
 1148    0   0.00    32.86
 1149    0   0.00    32.86
 1150    0   0.00    32.86
 1151    0   0.00    32.86
 1152    1   12.14   32.86
 1153    0   0.00    32.86
 1154    1   0.57    32.86
 1155    0   0.00    32.86
 1156    0   0.00    32.86
 1157    0   0.00    32.86
 1158    0   0.00    32.71
 1159    0   0.00    32.71
 1160    4   31.43   32.71
 1161    0   0.00    32.71
 1162    0   0.00    32.71
 1163    0   0.00    32.71
 1164    2   15.43   32.71
 1165    0   0.00    32.71
 1166    4   1.29    32.71
 1167    0   0.00    32.71
 1168    1   0.71    32.71
 1169    0   0.00    32.71
 1170    1   2.71    32.71
 1171    0   0.00    32.71
 1172    3   6.00    32.71
 1173    0   0.00    32.71
 1174    0   0.00    32.71
 1175    0   0.00    32.71
 1176    0   0.00    32.71
 1177    0   0.00    32.71
 1178    1   8.86    32.71
 1179    0   0.00    32.71
 1180    0   0.00    32.71
 1181    3   28.43   32.71
 1182    0   0.00    32.71
 1183    3   20.57   32.57
 1184    4   20.71   32.57
 1185    1   30.14   32.57
 1186    0   0.00    32.57
 1187    2   32.57   32.57
 1188    1   3.57    32.57
 1189    2   31.71   32.57
 1190    1   0.86    32.57
 1191    0   0.00    32.57
 1192    0   0.00    32.57
 1193    2   1.14    32.57
 1194    1   1.57    32.57
 1195    0   0.00    32.57
 1196    0   0.00    32.57
 1197    0   0.00    32.57
 1198    1   0.57    32.57
 1199    7   15.00   32.57
 1200    0   0.00    32.57
 1201    6   26.71   32.57
 1202    0   0.00    32.57
 1203    6   29.57   32.57
 1204    0   0.00    32.57
 1205    0   0.00    32.57
 1206    0   0.00    32.57
 1207    1   0.29    32.57
 1208    0   0.00    32.43
 1209    0   0.00    32.43
 1210    0   0.00    32.43
 1211    0   0.00    32.43
 1212    0   0.00    32.43
 1213    0   0.00    32.43
 1214    0   0.00    32.43
 1215    0   0.00    32.43
 1216    0   0.00    32.43
 1217    1   6.14    32.43
 1218    0   0.00    32.43
 1219    0   0.00    32.43
 1220    1   3.71    32.43
 1221    0   0.00    32.43
 1222    0   0.00    32.43
 1223    0   0.00    32.43
 1224    0   0.00    32.43
 1225    0   0.00    32.43
 1226    0   0.00    32.43
 1227    3   28.14   32.43
 1228    0   0.00    32.43
 1229    0   0.00    32.43
 1230    3   25.86   32.29
 1231    0   0.00    32.29
 1232    3   27.57   32.29
 1233    0   0.00    32.29
 1234    8   23.00   32.29
 1235    0   0.00    32.29
 1236    1   0.86    32.29
 1237    0   0.00    32.29
 1238    0   0.00    32.29
 1239    2   13.14   32.29
 1240    0   0.00    32.29
 1241    0   0.00    32.29
 1242    11  30.86   32.29
 1243    0   0.00    32.29
 1244    1   1.29    32.29
 1245    8   32.29   32.29
 1246    0   0.00    32.29
 1247    1   3.57    32.29
 1248    0   0.00    32.29
 1249    1   7.86    32.29
 1250    0   0.00    32.29
 1251    0   0.00    32.29
 1252    3   23.43   32.29
 1253    0   0.00    32.29
 1254    0   0.00    32.29
 1255    0   0.00    32.29
 1256    0   0.00    32.29
 1257    0   0.00    32.29
 1258    3   14.29   32.29
 1259    1   2.86    32.29
 1260    0   0.00    32.29
 1261    1   19.86   32.29
 1262    6   25.00   32.29
 1263    0   0.00    32.29
 1264    2   21.43   32.29
 1265    1   18.57   32.14
 1266    1   0.14    32.14
 1267    0   0.00    32.14
 1268    1   2.86    32.14
 1269    1   0.71    32.14
 1270    0   0.00    32.14
 1271    3   11.86   32.14
 1272    2   18.71   32.14
 1273    0   0.00    32.14
 1274    0   0.00    32.14
 1275    0   0.00    32.14
 1276    2   2.43    32.14
 1277    1   7.29    32.14
 1278    1   15.86   32.14
 1279    0   0.00    32.14
 1280    0   0.00    32.14
 1281    0   0.00    32.14
 1282    0   0.00    32.14
 1283    3   1.43    32.14
 1284    2   8.29    32.14
 1285    0   0.00    32.14
 1286    3   19.14   32.14
 1287    0   0.00    32.14
 1288    0   0.00    32.14
 1289    1   6.29    32.14
 1290    4   24.71   32.14
 1291    0   0.00    32.14
 1292    6   30.71   32.14
 1293    0   0.00    32.14
 1294    1   5.86    32.14
 1295    1   30.14   32.14
 1296    4   27.71   32.14
 1297    0   0.00    32.14
 1298    2   27.14   32.14
 1299    0   0.00    32.14
 1300    4   31.57   32.14
 1301    0   0.00    32.00
 1302    0   0.00    32.00
 1303    0   0.00    32.00
 1304    0   0.00    32.00
 1305    2   21.57   32.00
 1306    0   0.00    32.00
 1307    1   29.71   32.00
 1308    0   0.00    32.00
 1309    1   18.00   32.00
 1310    2   8.00    32.00
 1311    0   0.00    32.00
 1312    0   0.00    32.00
 1313    1   10.14   32.00
 1314    0   0.00    32.00
 1315    0   0.00    32.00
 1316    2   11.86   32.00
 1317    1   9.14    32.00
 1318    0   0.00    32.00
 1319    0   0.00    32.00
 1320    3   6.29    32.00
 1321    0   0.00    32.00
 1322    0   0.00    32.00
 1323    0   0.00    32.00
 1324    0   0.00    32.00
 1325    0   0.00    32.00
 1326    0   0.00    32.00
 1327    1   19.00   32.00
 1328    1   29.29   32.00
 1329    3   23.71   32.00
 1330    2   27.14   32.00
 1331    0   0.00    32.00
 1332    0   0.00    32.00
 1333    0   0.00    32.00
 1334    1   4.57    32.00
 1335    0   0.00    31.86
 1336    0   0.00    31.86
 1337    0   0.00    31.86
 1338    4   29.14   31.86
 1339    0   0.00    31.86
 1340    1   1.57    31.86
 1341    3   3.29    31.86
 1342    0   0.00    31.86
 1343    0   0.00    31.86
 1344    0   0.00    31.86
 1345    0   0.00    31.86
 1346    0   0.00    31.86
 1347    0   0.00    31.86
 1348    3   30.71   31.86
 1349    1   23.71   31.86
 1350    0   0.00    31.86
 1351    1   1.00    31.86
 1352    1   30.57   31.86
 1353    2   11.14   31.86
 1354    0   0.00    31.86
 1355    2   24.29   31.86
 1356    0   0.00    31.86
 1357    0   0.00    31.86
 1358    0   0.00    31.86
 1359    3   25.71   31.86
 1360    0   0.00    31.86
 1361    1   30.57   31.86
 1362    0   0.00    31.86
 1363    1   19.29   31.86
 1364    0   0.00    31.86
 1365    9   30.57   31.71
 1366    0   0.00    31.71
 1367    0   0.00    31.71
 1368    4   8.43    31.71
 1369    0   0.00    31.71
 1370    2   23.43   31.71
 1371    0   0.00    31.71
 1372    5   26.00   31.71
 1373    0   0.00    31.71
 1374    0   0.00    31.71
 1375    1   5.29    31.71
 1376    0   0.00    31.71
 1377    0   0.00    31.71
 1378    1   23.00   31.71
 1379    0   0.00    31.71
 1380    0   0.00    31.71
 1381    2   11.71   31.71
 1382    0   0.00    31.71
 1383    0   0.00    31.71
 1384    0   0.00    31.71
 1385    0   0.00    31.71
 1386    0   0.00    31.71
 1387    4   30.29   31.71
 1388    1   5.00    31.71
 1389    0   0.00    31.71
 1390    0   0.00    31.57
 1391    1   1.00    31.57
 1392    5   22.86   31.57
 1393    0   0.00    31.57
 1394    0   0.00    31.57
 1395    0   0.00    31.57
 1396    1   7.57    31.57
 1397    0   0.00    31.57
 1398    1   11.14   31.57
 1399    0   0.00    31.57
 1400    1   8.00    31.57
 1401    0   0.00    31.57
 1402    1   6.57    31.57
 1403    0   0.00    31.57
 1404    0   0.00    31.57
 1405    0   0.00    31.57
 1406    0   0.00    31.57
 1407    1   0.86    31.57
 1408    3   28.14   31.57
 1409    0   0.00    31.57
 1410    0   0.00    31.57
 1411    2   14.00   31.57
 1412    0   0.00    31.57
 1413    14  30.29   31.57
 1414    4   16.86   31.57
 1415    0   0.00    31.43
 1416    0   0.00    31.43
 1417    0   0.00    31.43
 1418    0   0.00    31.43
 1419    0   0.00    31.43
 1420    0   0.00    31.43
 1421    2   30.14   31.43
 1422    0   0.00    31.43
 1423    0   0.00    31.43
 1424    2   24.71   31.43
 1425    0   0.00    31.43
 1426    3   18.71   31.43
 1427    0   0.00    31.43
 1428    2   6.29    31.43
 1429    0   0.00    31.43
 1430    0   0.00    31.43
 1431    1   1.43    31.43
 1432    1   27.43   31.43
 1433    6   19.57   31.43
 1434    1   26.14   31.43
 1435    6   18.14   31.43
 1436    0   0.00    31.43
 1437    1   2.71    31.43
 1438    2   7.43    31.43
 1439    0   0.00    31.43
 1440    0   0.00    31.43
 1441    2   22.57   31.43
 1442    1   22.57   31.43
 1443    0   0.00    31.43
 1444    2   21.43   31.43
 1445    1   31.14   31.43
 1446    0   0.00    31.43
 1447    1   9.57    31.29
 1448    0   0.00    31.29
 1449    2   21.00   31.29
 1450    0   0.00    31.29
 1451    0   0.00    31.29
 1452    3   17.43   31.29
 1453    0   0.00    31.29
 1454    0   0.00    31.29
 1455    0   0.00    31.29
 1456    0   0.00    31.29
 1457    0   0.00    31.29
 1458    0   0.00    31.29
 1459    0   0.00    31.29
 1460    4   13.14   31.29
 1461    0   0.00    31.29
 1462    4   20.14   31.29
 1463    0   0.00    31.29
 1464    1   6.00    31.29
 1465    0   0.00    31.29
 1466    0   0.00    31.29
 1467    5   29.14   31.29
 1468    0   0.00    31.29
 1469    2   26.86   31.29
 1470    0   0.00    31.29
 1471    1   17.14   31.14
 1472    0   0.00    31.14
 1473    5   26.86   31.14
 1474    0   0.00    31.14
 1475    1   2.29    31.14
 1476    2   26.29   31.14
 1477    0   0.00    31.14
 1478    2   12.29   31.14
 1479    2   19.14   31.14
 1480    0   0.00    31.14
 1481    0   0.00    31.14
 1482    1   16.71   31.14
 1483    0   0.00    31.14
 1484    0   0.00    31.14
 1485    0   0.00    31.14
 1486    0   0.00    31.14
 1487    0   0.00    31.14
 1488    0   0.00    31.14
 1489    1   26.14   31.14
 1490    2   5.00    31.14
 1491    0   0.00    31.14
 1492    0   0.00    31.14
 1493    0   0.00    31.14
 1494    0   0.00    31.14
 1495    3   22.14   31.14
 1496    0   0.00    31.14
 1497    4   22.00   31.14
 1498    0   0.00    31.14
 1499    1   2.00    31.14
 1500    0   0.00    31.14
 1501    0   0.00    31.14
 1502    3   25.86   31.14
 1503    1   3.14    31.14
 1504    0   0.00    31.14
 1505    2   25.14   31.14
 1506    0   0.00    31.14
 1507    2   4.00    31.14
 1508    1   10.43   31.00
 1509    0   0.00    31.00
 1510    0   0.00    31.00
 1511    0   0.00    31.00
 1512    4   19.00   31.00
 1513    0   0.00    31.00
 1514    0   0.00    31.00
 1515    0   0.00    31.00
 1516    26  30.86   31.00
 1517    1   30.57   31.00
 1518    6   26.14   31.00
 1519    0   0.00    31.00
 1520    0   0.00    31.00
 1521    1   8.29    31.00
 1522    0   0.00    31.00
 1523    0   0.00    31.00
 1524    0   0.00    31.00
 1525    2   30.57   31.00
 1526    0   0.00    31.00
 1527    0   0.00    31.00
 1528    0   0.00    31.00
 1529    2   1.57    31.00
 1530    0   0.00    31.00
 1531    0   0.00    31.00
 1532    1   17.43   31.00
 1533    2   19.71   31.00
 1534    0   0.00    31.00
 1535    1   29.29   31.00
 1536    0   0.00    31.00
 1537    0   0.00    31.00
 1538    0   0.00    31.00
 1539    14  29.86   30.86
 1540    0   0.00    30.86
 1541    1   2.71    30.86
 1542    0   0.00    30.86
 1543    2   5.14    30.86
 1544    4   25.43   30.86
 1545    0   0.00    30.86
 1546    1   2.71    30.86
 1547    6   29.29   30.86
 1548    0   0.00    30.86
 1549    0   0.00    30.86
 1550    1   0.14    30.86
 1551    3   26.00   30.86
 1552    1   2.14    30.86
 1553    0   0.00    30.86
 1554    0   0.00    30.86
 1555    0   0.00    30.86
 1556    0   0.00    30.86
 1557    1   16.29   30.86
 1558    1   2.29    30.86
 1559    0   0.00    30.86
 1560    8   28.71   30.86
 1561    0   0.00    30.86
 1562    0   0.00    30.86
 1563    0   0.00    30.86
 1564    0   0.00    30.86
 1565    0   0.00    30.86
 1566    0   0.00    30.86
 1567    3   25.86   30.86
 1568    0   0.00    30.86
 1569    1   5.43    30.86
 1570    0   0.00    30.86
 1571    0   0.00    30.86
 1572    3   30.29   30.86
 1573    0   0.00    30.86
 1574    1   1.14    30.86
 1575    1   10.71   30.71
 1576    1   3.00    30.71
 1577    1   22.00   30.71
 1578    0   0.00    30.71
 1579    1   3.86    30.71
 1580    9   12.00   30.71
 1581    0   0.00    30.71
 1582    0   0.00    30.71
 1583    3   26.43   30.71
 1584    0   0.00    30.71
 1585    0   0.00    30.71
 1586    0   0.00    30.71
 1587    0   0.00    30.71
 1588    1   7.57    30.71
 1589    0   0.00    30.71
 1590    0   0.00    30.71
 1591    0   0.00    30.71
 1592    0   0.00    30.71
 1593    1   2.00    30.71
 1594    0   0.00    30.71
 1595    2   4.00    30.71
 1596    0   0.00    30.71
 1597    4   20.29   30.71
 1598    1   25.00   30.71
 1599    0   0.00    30.71
 1600    0   0.00    30.71
 1601    0   0.00    30.71
 1602    0   0.00    30.71
 1603    0   0.00    30.71
 1604    0   0.00    30.71
 1605    2   21.43   30.71
 1606    0   0.00    30.71
 1607    1   24.71   30.71
 1608    1   30.29   30.71
 1609    1   14.71   30.57
 1610    0   0.00    30.57
 1611    3   17.57   30.57
 1612    2   6.00    30.57
 1613    0   0.00    30.57
 1614    2   27.71   30.57
 1615    5   28.43   30.57
 1616    0   0.00    30.57
 1617    1   16.57   30.57
 1618    0   0.00    30.57
 1619    0   0.00    30.57
 1620    1   1.71    30.57
 1621    1   25.86   30.57
 1622    0   0.00    30.57
 1623    0   0.00    30.57
 1624    0   0.00    30.57
 1625    0   0.00    30.57
 1626    1   3.29    30.57
 1627    0   0.00    30.57
 1628    5   25.86   30.57
 1629    1   28.14   30.57
 1630    0   0.00    30.57
 1631    1   5.71    30.57
 1632    0   0.00    30.57
 1633    4   26.71   30.57
 1634    0   0.00    30.57
 1635    0   0.00    30.57
 1636    0   0.00    30.57
 1637    0   0.00    30.57
 1638    0   0.00    30.57
 1639    4   21.71   30.43
 1640    3   12.71   30.43
 1641    0   0.00    30.43
 1642    0   0.00    30.43
 1643    0   0.00    30.43
 1644    1   17.29   30.43
 1645    0   0.00    30.43
 1646    1   3.29    30.43
 1647    0   0.00    30.43
 1648    2   8.86    30.43
 1649    0   0.00    30.43
 1650    0   0.00    30.43
 1651    0   0.00    30.43
 1652    2   24.43   30.43
 1653    4   20.86   30.43
 1654    0   0.00    30.43
 1655    0   0.00    30.43
 1656    0   0.00    30.43
 1657    0   0.00    30.43
 1658    2   19.57   30.43
 1659    0   0.00    30.43
 1660    0   0.00    30.43
 1661    0   0.00    30.43
 1662    1   16.86   30.43
 1663    0   0.00    30.43
 1664    1   6.00    30.43
 1665    1   4.29    30.29
 1666    0   0.00    30.29
 1667    0   0.00    30.29
 1668    3   16.86   30.29
 1669    3   30.29   30.29
 1670    0   0.00    30.29
 1671    2   25.71   30.29
 1672    0   0.00    30.29
 1673    1   21.14   30.29
 1674    0   0.00    30.29
 1675    1   24.57   30.29
 1676    0   0.00    30.29
 1677    0   0.00    30.29
 1678    0   0.00    30.29
 1679    5   28.29   30.29
 1680    1   8.29    30.29
 1681    3   18.29   30.29
 1682    0   0.00    30.29
 1683    2   19.43   30.29
 1684    1   1.86    30.29
 1685    0   0.00    30.29
 1686    1   10.14   30.29
 1687    0   0.00    30.29
 1688    0   0.00    30.29
 1689    0   0.00    30.29
 1690    1   22.00   30.29
 1691    0   0.00    30.29
 1692    2   3.86    30.29
 1693    0   0.00    30.29
 1694    0   0.00    30.29
 1695    0   0.00    30.29
 1696    2   17.71   30.14
 1697    3   20.86   30.14
 1698    0   0.00    30.14
 1699    0   0.00    30.14
 1700    5   30.00   30.14
 1701    0   0.00    30.14
 1702    2   2.00    30.14
 1703    0   0.00    30.14
 1704    0   0.00    30.14
 1705    0   0.00    30.14
 1706    0   0.00    30.14
 1707    0   0.00    30.14
 1708    1   1.29    30.14
 1709    1   16.14   30.14
 1710    0   0.00    30.14
 1711    0   0.00    30.14
 1712    9   28.57   30.14
 1713    2   8.86    30.14
 1714    0   0.00    30.14
 1715    1   6.29    30.14
 1716    1   2.14    30.14
 1717    0   0.00    30.14
 1718    0   0.00    30.14
 1719    0   0.00    30.14
 1720    1   21.86   30.14
 1721    1   21.86   30.14
 1722    0   0.00    30.14
 1723    0   0.00    30.14
 1724    0   0.00    30.14
 1725    0   0.00    30.14
 1726    0   0.00    30.00
 1727    0   0.00    30.00
 1728    2   5.43    30.00
 1729    0   0.00    30.00
 1730    0   0.00    30.00
 1731    0   0.00    30.00
 1732    0   0.00    30.00
 1733    3   29.71   30.00
 1734    0   0.00    30.00
 1735    0   0.00    30.00
 1736    0   0.00    30.00
 1737    1   20.86   30.00
 1738    0   0.00    30.00
 1739    0   0.00    30.00
 1740    0   0.00    30.00
 1741    0   0.00    30.00
 1742    2   25.14   30.00
 1743    0   0.00    30.00
 1744    4   25.14   30.00
 1745    0   0.00    30.00
 1746    4   28.43   30.00
 1747    3   24.43   30.00
 1748    0   0.00    30.00
 1749    3   16.00   30.00
 1750    2   15.71   30.00
 1751    0   0.00    30.00
 1752    0   0.00    30.00
 1753    0   0.00    30.00
 1754    0   0.00    30.00
 1755    0   0.00    30.00
 1756    4   7.57    30.00
 1757    0   0.00    30.00
 1758    0   0.00    29.86
 1759    0   0.00    29.86
 1760    5   26.57   29.86
 1761    3   6.29    29.86
 1762    2   15.29   29.86
 1763    2   28.71   29.86
 1764    0   0.00    29.86
 1765    0   0.00    29.86
 1766    3   24.71   29.86
 1767    2   16.86   29.86
 1768    4   26.57   29.86
 1769    0   0.00    29.86
 1770    7   28.00   29.86
 1771    1   21.57   29.86
 1772    2   20.71   29.86
 1773    0   0.00    29.86
 1774    2   8.14    29.86
 1775    2   15.29   29.86
 1776    0   0.00    29.86
 1777    3   2.43    29.86
 1778    0   0.00    29.86
 1779    0   0.00    29.86
 1780    0   0.00    29.86
 1781    1   24.57   29.86
 1782    0   0.00    29.86
 1783    1   14.00   29.86
 1784    0   0.00    29.86
 1785    0   0.00    29.86
 1786    3   12.71   29.86
 1787    0   0.00    29.86
 1788    0   0.00    29.86
 1789    1   2.86    29.86
 1790    6   26.43   29.86
 1791    0   0.00    29.86
 1792    1   17.57   29.86
 1793    0   0.00    29.86
 1794    2   24.86   29.86
 1795    3   5.71    29.86
 1796    0   0.00    29.86
 1797    0   0.00    29.86
 1798    3   9.71    29.71
 1799    0   0.00    29.71
 1800    1   20.14   29.71
 1801    0   0.00    29.71
 1802    0   0.00    29.71
 1803    0   0.00    29.71
 1804    0   0.00    29.71
 1805    0   0.00    29.71
 1806    0   0.00    29.71
 1807    0   0.00    29.71
 1808    5   29.57   29.71
 1809    0   0.00    29.71
 1810    0   0.00    29.71
 1811    0   0.00    29.71
 1812    1   21.14   29.71
 1813    0   0.00    29.71
 1814    0   0.00    29.71
 1815    0   0.00    29.71
 1816    0   0.00    29.71
 1817    0   0.00    29.71
 1818    0   0.00    29.71
 1819    0   0.00    29.71
 1820    9   23.43   29.71
 1821    4   28.14   29.71
 1822    2   27.57   29.71
 1823    0   0.00    29.71
 1824    0   0.00    29.71
 1825    1   5.00    29.71
 1826    4   8.00    29.71
 1827    1   20.86   29.57
 1828    0   0.00    29.57
 1829    1   1.00    29.57
 1830    0   0.00    29.57
 1831    1   20.86   29.57
 1832    0   0.00    29.57
 1833    0   0.00    29.57
 1834    1   19.71   29.57
 1835    0   0.00    29.57
 1836    1   0.71    29.57
 1837    0   0.00    29.57
 1838    0   0.00    29.57
 1839    0   0.00    29.57
 1840    1   1.71    29.57
 1841    0   0.00    29.57
 1842    1   14.29   29.57
 1843    5   29.43   29.57
 1844    0   0.00    29.57
 1845    1   25.00   29.57
 1846    0   0.00    29.57
 1847    0   0.00    29.57
 1848    0   0.00    29.57
 1849    1   27.00   29.57
 1850    0   0.00    29.57
 1851    1   9.71    29.57
 1852    0   0.00    29.57
 1853    1   2.00    29.57
 1854    0   0.00    29.57
 1855    1   1.57    29.57
 1856    1   26.29   29.43
 1857    0   0.00    29.43
 1858    0   0.00    29.43
 1859    0   0.00    29.43
 1860    7   28.57   29.43
 1861    0   0.00    29.43
 1862    0   0.00    29.43
 1863    1   28.57   29.43
 1864    0   0.00    29.43
 1865    1   24.00   29.43
 1866    0   0.00    29.43
 1867    0   0.00    29.43
 1868    0   0.00    29.43
 1869    0   0.00    29.43
 1870    0   0.00    29.43
 1871    0   0.00    29.43
 1872    1   2.43    29.43
 1873    1   9.57    29.43
 1874    0   0.00    29.43
 1875    0   0.00    29.43
 1876    1   24.14   29.43
 1877    0   0.00    29.43
 1878    2   10.71   29.43
 1879    0   0.00    29.43
 1880    0   0.00    29.43
 1881    0   0.00    29.43
 1882    1   11.43   29.43
 1883    0   0.00    29.43
 1884    0   0.00    29.29
 1885    0   0.00    29.29
 1886    1   16.29   29.29
 1887    15  23.86   29.29
 1888    0   0.00    29.29
 1889    1   16.29   29.29
 1890    0   0.00    29.29
 1891    2   20.57   29.29
 1892    0   0.00    29.29
 1893    0   0.00    29.29
 1894    3   22.57   29.29
 1895    0   0.00    29.29
 1896    0   0.00    29.29
 1897    0   0.00    29.29
 1898    0   0.00    29.29
 1899    1   12.14   29.29
 1900    0   0.00    29.29
 1901    21  4.71    29.29
 1902    2   20.43   29.29
 1903    0   0.00    29.29
 1904    0   0.00    29.29
 1905    0   0.00    29.29
 1906    3   19.86   29.29
 1907    0   0.00    29.29
 1908    0   0.00    29.29
 1909    3   16.14   29.29
 1910    2   20.57   29.29
 1911    1   2.14    29.29
 1912    0   0.00    29.29
 1913    0   0.00    29.29
 1914    1   0.43    29.29
 1915    1   17.14   29.14
 1916    1   3.29    29.14
 1917    0   0.00    29.14
 1918    0   0.00    29.14
 1919    1   25.14   29.14
 1920    2   18.29   29.14
 1921    2   3.71    29.14
 1922    1   5.14    29.14
 1923    0   0.00    29.14
 1924    0   0.00    29.14
 1925    4   28.57   29.14
 1926    0   0.00    29.14
 1927    0   0.00    29.14
 1928    0   0.00    29.14
 1929    2   27.86   29.14
 1930    0   0.00    29.14
 1931    0   0.00    29.14
 1932    1   22.71   29.14
 1933    0   0.00    29.14
 1934    1   19.14   29.14
 1935    1   11.14   29.14
 1936    0   0.00    29.14
 1937    0   0.00    29.14
 1938    0   0.00    29.14
 1939    2   27.71   29.14
 1940    0   0.00    29.14
 1941    0   0.00    29.14
 1942    0   0.00    29.14
 1943    2   20.14   29.14
 1944    0   0.00    29.14
 1945    0   0.00    29.00
 1946    2   4.00    29.00
 1947    0   0.00    29.00
 1948    0   0.00    29.00
 1949    0   0.00    29.00
 1950    1   15.14   29.00
 1951    0   0.00    29.00
 1952    0   0.00    29.00
 1953    6   21.29   29.00
 1954    0   0.00    29.00
 1955    11  23.29   29.00
 1956    0   0.00    29.00
 1957    0   0.00    29.00
 1958    1   3.86    29.00
 1959    1   1.57    29.00
 1960    0   0.00    29.00
 1961    1   28.00   29.00
 1962    1   18.29   29.00
 1963    2   10.86   29.00
 1964    2   25.43   29.00
 1965    0   0.00    29.00
 1966    3   1.43    29.00
 1967    0   0.00    29.00
 1968    0   0.00    29.00
 1969    0   0.00    29.00
 1970    0   0.00    29.00
 1971    0   0.00    29.00
 1972    0   0.00    29.00
 1973    0   0.00    29.00
 1974    0   0.00    29.00
 1975    1   8.86    28.86
 1976    0   0.00    28.86
 1977    0   0.00    28.86
 1978    0   0.00    28.86
 1979    0   0.00    28.86
 1980    1   1.71    28.86
 1981    17  28.43   28.86
 1982    2   23.71   28.86
 1983    2   11.86   28.86
 1984    0   0.00    28.86
 1985    2   3.00    28.86
 1986    0   0.00    28.86
 1987    2   21.29   28.86
 1988    0   0.00    28.86
 1989    0   0.00    28.86
 1990    0   0.00    28.86
 1991    0   0.00    28.86
 1992    1   16.71   28.86
 1993    0   0.00    28.86
 1994    0   0.00    28.86
 1995    0   0.00    28.86
 1996    0   0.00    28.86
 1997    0   0.00    28.86
